so,so_date,so_del_date,qty,closed,act_disp_qty,act_disp_date,rate,currency,customer,fgcode_id
25091302,20-08-2019,14-10-2019,100,0,,,,USD,"ООО “Parfum Design”, RUSSIA",76
25091302,20-08-2019,14-10-2019,100,0,,,,USD,"ООО “Parfum Design”, RUSSIA",74
25091302,20-08-2019,14-10-2019,100,0,,,,USD,"ООО “Parfum Design”, RUSSIA",75
25091302,20-08-2019,14-10-2019,100,0,,,,USD,"ООО “Parfum Design”, RUSSIA",77
25091302,20-08-2019,14-10-2019,100,0,,,,USD,"ООО “Parfum Design”, RUSSIA",135
25091350,19-08-2019,14-10-2019,576,0,,,43.05,USD,Thornton,158
25091351,19-08-2019,01-11-2019,616,0,,,105,USD,Auromere Inc,24
25091352,19-08-2019,02-12-2019,72,0,,,185,USD,Auromere Inc,39
25091352,19-08-2019,02-12-2019,180,0,,,180,USD,Auromere Inc,52
25091352,19-08-2019,02-12-2019,432,0,,,179,USD,Auromere Inc,48
25091352,19-08-2019,02-12-2019,108,0,,,190,USD,Auromere Inc,46
25091353,19-08-2019,01-02-2020,144,0,,,185,USD,Auromere Inc,39
25091353,19-08-2019,01-02-2020,216,0,,,180,USD,Auromere Inc,52
25091353,19-08-2019,01-02-2020,432,0,,,179,USD,Auromere Inc,48
25091354,19-08-2019,02-03-2020,280,0,,,105,USD,Auromere Inc,24
25091356,23-08-2019,21-10-2019,78,0,,,,USD,Olman LLC,447
25091356,23-08-2019,21-10-2019,209,0,,,,USD,Olman LLC,466
25091356,23-08-2019,21-10-2019,209,0,,,,USD,Olman LLC,462
25091356,23-08-2019,21-10-2019,209,0,,,,USD,Olman LLC,465
25091356,23-08-2019,21-10-2019,700,0,,,,USD,Olman LLC,107
25091357,27-08-2019,14-10-2019,720,0,,,,USD,YVA International,448
25091357,27-08-2019,14-10-2019,23,0,,,,USD,YVA International,463
25091357,27-08-2019,14-10-2019,100,0,,,,USD,YVA International,105
25091358,26-08-2019,15-10-2019,720,0,,,48.64,USD,NWI,269
25091358,26-08-2019,15-10-2019,588,0,,,18.9,USD,NWI,283
25091359,26-08-2019,15-10-2019,280,0,,,61,USD,NWI,260
25091359,26-08-2019,15-10-2019,192,0,,,65.76,USD,NWI,262
25091359,26-08-2019,15-10-2019,288,0,,,27.91,USD,NWI,264
25091359,26-08-2019,15-10-2019,200,0,,,17.67,USD,NWI,259
25091359,26-08-2019,15-10-2019,400,0,,,28.4,USD,NWI,254
25091360,26-08-2019,21-10-2019,1200,0,,,15.4,USD,NWI,268
25091360,26-08-2019,21-10-2019,180,0,,,64.8,USD,NWI,257
25091360,26-08-2019,21-10-2019,320,0,,,45.49,USD,NWI,338
4501567934,24-08-2017,14-11-2017,0,1,0,,0,USD,Dabur International Ltd,236
4501592652,16-11-2017,21-05-2018,356,1,356,,0,USD,Dabur International Ltd,213
4501619404,01-03-2018,26-05-2018,61,1,61,,,USD,Namaste,133
4501636449,13-03-2018,28-05-2018,938,1,938,,,USD,Dabur International Ltd,206
4501640482,26-03-2018,26-05-2018,800,1,800,,,USD,Namaste,71
4501640482,26-03-2018,26-05-2018,800,1,800,,,USD,Namaste,102
4501647381,13-04-2018,10-06-2018,500,1,500,,,USD,UK,363
4501649273,18-04-2018,10-06-2018,357,1,357,,,USD,UK,104
4501649273,18-04-2018,10-06-2018,150,1,150,,,USD,UK,124
4501658270,15-05-2018,30-06-2018,112,1,112,,,USD,UK,474
4501659316L1,17-05-2018,07-07-2018,1000,1,1000,,,USD,Naturalle LLC,206
4501659316L2,17-05-2018,28-07-2018,1000,1,1000,,18.72,USD,Naturalle LLC,206
4501661060,22-05-2018,20-07-2018,100,1,100,,,USD,NATURELLE ,383
4501661060,22-05-2018,20-07-2018,100,1,100,,,USD,NATURELLE ,380
4501662780,26-05-2018,20-07-2018,300,1,300,,,USD,"NATURALLE LLC, UAE",208
4501662780,26-05-2018,20-07-2018,500,1,500,,,USD,"NATURALLE LLC, UAE",207
4501662780,26-05-2018,20-07-2018,380,1,380,,,USD,"NATURALLE LLC, UAE",210
4501662780,26-05-2018,20-07-2018,332,1,332,,,USD,"NATURALLE LLC, UAE",209
4501664623,01-06-2018,20-08-2018,150,1,150,,180,USD,"NATURALLE LLC, UAE",208
4501664623,01-06-2018,20-08-2018,200,1,200,,180,USD,"NATURALLE LLC, UAE",207
4501664623,01-06-2018,20-08-2018,150,1,150,,180,USD,"NATURALLE LLC, UAE",210
4501664623,01-06-2018,20-08-2018,200,1,200,,180,USD,"NATURALLE LLC, UAE",209
4501668638,07-06-2018,21-07-2018,351,1,351,,,USD,UK,363
4501669771,21-06-2018,21-07-2018,1400,1,1400,,,USD,Nigeria,379
4501684706L1,25-07-2018,07-09-2018,1000,1,1000,,0,USD,Naturalle,206
4501684706L2,25-07-2018,14-09-2018,1000,1,1000,,0,USD,Naturalle,206
4501684706L3,25-07-2018,14-10-2018,1000,1,1000,,0,USD,Naturalle,206
4501684706L4,25-07-2018,14-11-2018,1300,1,1300,,0,USD,Naturalle,206
4501684706L5,25-07-2018,19-12-2018,1250,1,1250,,0,USD,Naturalle,206
4501691312,13-08-2018,30-09-2018,152,1,152,,,USD,UK,104
4501691475,14-08-2018,19-01-2019,915,1,915,,0,USD,Naturalle,206
4501696454,24-07-2018,07-11-2018,300,1,300,,0,USD,Namaste,94
4501696454,24-07-2018,07-11-2018,400,1,400,,,USD,Namaste,95
4501704044,24-09-2018,07-12-2018,400,1,400,,,USD,Nigeria,378
4501704044,24-09-2018,07-12-2018,2400,1,2400,,,USD,Nigeria,379
4501711132,08-10-2018,08-12-2018,600,1,600,,,USD,Namaste,95
4501711132,08-10-2018,08-12-2018,250,1,250,,,USD,Namaste,79
4501711244,05-10-2018,07-02-2019,108,1,108,,,USD,Naturelle,364
4501711244,05-10-2018,07-02-2019,100,1,100,,,USD,Naturelle,384
4501711244,05-10-2018,07-02-2019,100,1,100,,,USD,Naturelle,383
4501711244,05-10-2018,07-02-2019,108,1,108,,,USD,Naturelle,381
4501711244,05-10-2018,07-02-2019,108,1,108,,,USD,Naturelle,380
4501711244,05-10-2018,07-02-2019,100,1,100,,,USD,Naturelle,82
4501711244,05-10-2018,07-02-2019,100,1,100,,,USD,Naturelle,83
4501713665,10-10-2018,07-12-2018,234,1,234,,0,USD,UK,104
4501713670,10-10-2018,21-04-2019,100,1,100,,,USD,Naturalle,236
4501717192,08-01-2019,25-05-2019,466,1,466,,,USD,Namaste,81
4501717192,08-01-2019,26-02-2019,562,1,562,,,USD,Namaste,133
4501719335,02-11-2018,22-01-2019,200,1,200,,,USD,Nigeria,378
4501719335,02-11-2018,22-01-2019,1200,1,1200,,,USD,Nigeria,379
4501720913,30-10-2018,21-04-2019,100,1,100,,0,USD,Dabur International Ltd,235
4501729973L10,03-12-2018,21-05-2019,3560,1,3560,,,USD,Olman LLC,448
4501729973L11,03-12-2018,14-06-2019,3560,1,3560,,,USD,Olman LLC,448
4501729973L12,03-12-2018,21-06-2019,1780,1,1780,,,USD,Olman LLC,448
4501729973L13,03-12-2018,07-07-2019,3560,1,3560,,,USD,Olman LLC,448
4501729973L14,03-12-2018,14-07-2019,3560,1,3560,,,USD,Olman LLC,448
4501729973L15,03-12-2018,21-07-2019,3560,1,3560,,,USD,Olman LLC,448
4501729973L16,03-12-2018,07-08-2019,3560,1,3560,,,USD,Olman LLC,448
4501729973L17,03-12-2018,14-08-2019,3560,1,3560,,,USD,Olman LLC,448
4501729973L18,03-12-2018,21-08-2019,3560,1,3560,,,USD,Olman LLC,448
4501729973L19,03-12-2018,07-09-2019,3560,0,,,,USD,Olman LLC,448
4501729973L1,03-12-2018,29-01-2019,3560,1,3560,,,USD,Olman LLC,448
4501729973L20,03-12-2018,14-09-2019,3560,0,,,,USD,Olman LLC,448
4501729973L21,03-12-2018,07-10-2019,3560,0,,,,USD,Olman LLC,448
4501729973L22,03-12-2018,07-10-2019,4962,0,,,,USD,Olman LLC,448
4501729973L23,03-12-2018,14-10-2019,1780,0,,,,USD,Olman LLC,448
4501729973L2,03-12-2018,21-03-2019,3560,1,3560,,,USD,Olman LLC,448
4501729973L3,03-12-2018,21-03-2019,1363,1,1363,,,USD,Olman LLC,448
4501729973L4,03-12-2018,14-04-2019,1780,1,1780,,,USD,Olman LLC,448
4501729973L5,03-12-2018,14-04-2019,3560,1,3560,,,USD,Olman LLC,448
4501729973L6,03-12-2018,21-04-2019,3560,1,3560,,,USD,Olman LLC,448
4501729973L7,03-12-2018,07-05-2019,3560,1,3560,,,USD,Olman LLC,448
4501729973L8,03-12-2018,14-05-2019,5340,1,5340,,,USD,Olman LLC,448
4501729973L9,03-12-2018,07-06-2019,796,1,796,,,USD,Olman LLC,448
4501733527,13-12-2018,13-02-2019,0,1,0,,,USD,Kenya,397
4501733527,13-12-2018,13-02-2019,490,1,490,,,USD,Kenya,378
4501733527,13-12-2018,13-02-2019,800,1,800,,,USD,Kenya,379
4501733527L1,13-12-2018,13-02-2019,75,1,75,,,USD,Kenya,10
4501733527L1,13-12-2018,13-02-2019,75,1,75,,,USD,Kenya,11
4501733527L2,13-12-2018,13-02-2019,75,1,75,,,USD,Kenya,10
4501733527L2,13-12-2018,13-02-2019,75,1,75,,,USD,Kenya,11
4501735200,17-12-2018,14-02-2019,200,1,200,,,USD,Namaste,94
4501735200,17-12-2018,14-02-2019,688,1,688,,,USD,Namaste,95
4501735200,17-12-2018,14-02-2019,162,1,162,,,USD,Namaste,81
4501735200,17-12-2018,14-02-2019,300,1,300,,,USD,Namaste,133
4501736365,12-12-2018,13-02-2019,150,1,150,,,USD,Naturalle,364
4501736365,12-12-2018,13-02-2019,150,1,150,,,USD,Naturalle,383
4501737435,17-12-2018,14-02-2019,200,1,200,,,USD,UK,104
4501737435,17-12-2018,14-02-2019,93,1,93,,,USD,UK,124
4501740221,22-12-2018,15-02-2019,2800,1,2800,,,USD,Nigeria,379
4501747077,10-01-2019,28-02-2019,147,1,147,,,USD,UK,104
4501748857,23-01-2019,15-03-2019,206,1,206,,,USD,Nigeria,378
4501748857,23-01-2019,21-03-2019,2498,1,2498,,,USD,Nigeria,379
4501763335,22-02-2019,14-04-2019,47,1,47,,,USD,UK,363
4501763335,22-02-2019,14-04-2019,108,1,108,,,USD,UK,474
4501763335,22-02-2019,14-04-2019,200,1,200,,,USD,UK,124
4501763908,04-03-2019,20-04-2019,500,1,500,,,USD,Namaste,78
4501770199,12-03-2019,30-04-2019,49,1,49,,,USD,UK,104
4501770199,12-03-2019,30-04-2019,128,1,128,,,USD,UK,124
4501773280,19-03-2019,14-06-2019,304,1,304,,,USD,Namaste,95
4501780017,26-04-2019,14-06-2019,200,1,200,,,USD,Nigeria,378
4501780017L1,26-04-2019,14-06-2019,1250,1,1250,,,USD,Nigeria,379
4501780017L2,26-04-2019,14-07-2019,1450,1,1450,,,USD,Nigeria,379
4501780248,08-04-2019,28-05-2019,200,1,200,,,USD,UK,363
4501780248,08-04-2019,28-05-2019,100,1,100,,,USD,UK,474
4501780248,08-04-2019,28-05-2019,450,1,450,,,USD,UK,104
4501780248,08-04-2019,28-05-2019,201,1,201,,,USD,UK,124
4501781791,15-04-2019,20-06-2019,46,1,46,,,USD,Dabur International Ltd,378
4501781791,15-04-2019,20-06-2019,0,1,0,,,USD,Dabur International Ltd,379
4501782664,17-04-2019,03-06-2019,779,1,779,,,USD,Naturalle,206
4501782664L1,17-04-2019,17-07-2019,1157,1,1157,,,USD,Naturalle,206
4501783318,17-05-2019,14-08-2019,100,0,,,,USD,Nigeria,378
4501783318,17-05-2019,14-08-2019,1200,0,,,,USD,Nigeria,379
4501801587,03-06-2019,14-07-2019,106,1,106,,,USD,Namaste,94
4501801587,03-06-2019,14-07-2019,1000,1,1000,,,USD,Namaste,95
4501801587,03-06-2019,14-07-2019,613,1,613,,,USD,Namaste,133
4501816674,12-07-2019,02-09-2019,250,0,,,,USD,UK,363
4501816674,12-07-2019,02-09-2019,75,0,,,,USD,UK,474
4501816674,12-07-2019,02-09-2019,250,0,,,,USD,UK,104
4501817662,12-07-2019,02-09-2019,225,0,,,,USD,UK,363
4501817662,12-07-2019,02-09-2019,200,0,,,,USD,UK,104
4501817662,12-07-2019,02-09-2019,100,0,,,,USD,UK,124
4501821864,29-07-2019,14-09-2019,1600,0,,,,USD,Nigeria,378
4501823841,25-07-2019,07-09-2019,1350,0,,,,USD,Naturalle,206
4501825477,01-08-2019,14-09-2019,400,0,,,,USD,Namaste,94
4501825477,01-08-2019,14-09-2019,166,0,,,,USD,Namaste,79
4501825477,01-08-2019,14-09-2019,222,0,,,,USD,Namaste,81
Apr-plan,15-03-2019,20-04-2019,0,1,0,,,USD,Myanmar,9
Apr-plan,15-03-2019,20-04-2019,0,1,0,,,USD,Myanmar,7
Apr-plan,15-03-2019,20-04-2019,0,1,0,,,USD,Myanmar,8
Apr-plan,15-03-2019,20-04-2019,0,1,0,,,USD,Myanmar,6
Apr-plan,15-03-2019,20-04-2019,0,1,0,,,USD,Myanmar,407
Apr-plan,15-03-2019,20-04-2019,0,1,0,,,USD,Myanmar,408
Apr-plan,15-03-2019,20-04-2019,0,1,0,,,USD,Myanmar,409
Apr-plan,15-03-2019,20-04-2019,0,1,0,,,USD,Myanmar,410
Apr-plan,15-03-2019,20-04-2019,121,1,121,,,USD,Myanmar,359
Apr-plan,15-03-2019,20-04-2019,1209,1,1209,,,USD,Myanmar,352
Apr-plan,15-03-2019,20-04-2019,0,1,0,,,USD,Myanmar,354
Apr-plan,15-03-2019,20-04-2019,0,1,0,,,USD,Myanmar,134
Apr-plan,15-03-2019,20-04-2019,0,1,0,,,USD,Myanmar,105
Apr-plan,15-03-2019,20-04-2019,0,1,0,,,USD,Myanmar,116
Apr-plan,15-03-2019,20-04-2019,378,1,378,,,USD,Myanmar,117
Apr-plan,15-03-2019,20-04-2019,0,1,0,,,USD,Myanmar,232
Apr-plan,15-03-2019,20-04-2019,320,1,320,,,USD,Myanmar,229
Apr-plan,15-03-2019,20-04-2019,0,1,0,,,USD,Myanmar,225
Apr-plan,15-03-2019,20-04-2019,0,1,0,,,USD,Myanmar,222
Aug-plan,15-06-2018,25-08-2018,0,1,0,,,USD,Myanmar,9
Aug-plan,15-06-2018,25-08-2018,0,1,0,,,USD,Myanmar,7
Aug-plan,15-06-2018,25-08-2018,0,1,0,,,USD,Myanmar,8
Aug-plan,15-06-2018,25-08-2018,0,1,0,,,USD,Myanmar,6
Aug-plan,15-06-2018,25-08-2018,0,1,0,,,USD,Myanmar,359
Aug-plan,15-06-2018,25-08-2018,1312,1,1312,,,USD,Myanmar,352
Aug-plan,15-06-2018,25-08-2018,1646,1,1646,,,USD,Myanmar,354
Aug-plan,15-06-2018,25-08-2018,517,1,517,,,USD,Myanmar,105
Aug-plan,15-06-2018,25-08-2018,466,1,466,,,USD,Myanmar,116
Aug-plan,15-06-2018,25-08-2018,1191,1,1191,,,USD,Myanmar,117
Aug-plan,15-06-2018,25-08-2018,0,1,0,,,USD,Myanmar,232
Aug-plan,15-06-2018,25-08-2018,0,1,0,,,USD,Myanmar,229
Aug-plan,15-06-2018,25-08-2018,0,1,0,,,USD,Myanmar,225
Aug-plan,15-06-2018,25-08-2018,0,1,0,,,USD,Myanmar,222
Aug19-plan,15-04-2019,20-08-2019,78,1,78,,,USD,Myanmar,9
Aug19-plan,15-04-2019,20-08-2019,0,1,0,,,USD,Myanmar,7
Aug19-plan,15-04-2019,20-08-2019,2063,1,2063,,,USD,Myanmar,8
Aug19-plan,15-04-2019,20-08-2019,4058,1,4058,,,USD,Myanmar,6
Aug19-plan,15-04-2019,20-08-2019,35,1,35,,,USD,Myanmar,407
Aug19-plan,15-04-2019,20-08-2019,23,1,23,,,USD,Myanmar,408
Aug19-plan,15-04-2019,20-08-2019,47,1,47,,,USD,Myanmar,409
Aug19-plan,15-04-2019,20-08-2019,34,1,34,,,USD,Myanmar,410
Aug19-plan,15-04-2019,20-08-2019,1190,1,1190,,,USD,Myanmar,359
Aug19-plan,15-04-2019,20-08-2019,2571,1,2571,,,USD,Myanmar,352
Aug19-plan,15-04-2019,20-08-2019,1565,1,1565,,,USD,Myanmar,354
Aug19-plan,15-04-2019,20-08-2019,0,1,0,,,USD,Myanmar,134
Aug19-plan,15-04-2019,20-08-2019,163,1,163,,,USD,Myanmar,105
Aug19-plan,15-04-2019,20-08-2019,385,1,385,,,USD,Myanmar,116
Aug19-plan,15-04-2019,20-08-2019,724,1,724,,,USD,Myanmar,117
Aug19-plan,15-04-2019,20-08-2019,0,1,0,,,USD,Myanmar,232
Aug19-plan,15-04-2019,20-08-2019,0,1,0,,,USD,Myanmar,229
Aug19-plan,15-04-2019,20-08-2019,0,1,0,,,USD,Myanmar,225
Aug19-plan,15-04-2019,20-08-2019,0,1,0,,,USD,Myanmar,222
Dec-plan,08-10-2018,15-12-2018,120,1,120,,0,USD,Myanmar,7
Dec-plan,08-10-2018,15-12-2018,146,1,146,,0,USD,Myanmar,8
Dec-plan,08-10-2018,15-12-2018,506,1,506,,0,USD,Myanmar,6
Dec-plan,08-10-2018,15-12-2018,1300,1,1300,,0,USD,Myanmar,359
Dec-plan,08-10-2018,15-12-2018,3612,1,3612,,0,USD,Myanmar,352
Dec-plan,08-10-2018,15-12-2018,3217,1,3217,,0,USD,Myanmar,354
Dec-plan,08-10-2018,15-12-2018,748,1,748,,0,USD,Myanmar,134
Dec-plan,08-10-2018,15-12-2018,328,1,328,,0,USD,Myanmar,105
Dec-plan,08-10-2018,15-12-2018,975,1,975,,0,USD,Myanmar,116
Dec-plan,08-10-2018,15-12-2018,2164,1,2164,,0,USD,Myanmar,117
Dec-plan,08-10-2018,15-12-2018,261,1,261,,0,USD,Myanmar,232
Dec-plan,08-10-2018,31-01-2019,240,1,240,,0,USD,Myanmar,229
Dec-plan,08-10-2018,15-12-2018,181,1,181,,0,USD,Myanmar,225
Dec-plan,08-10-2018,15-12-2018,155,1,155,,0,USD,Myanmar,222
Feb-plan,07-12-2018,22-02-2019,0,1,0,,,USD,Myanmar,9
Feb-plan,07-12-2018,22-02-2019,0,1,0,,,USD,Myanmar,7
Feb-plan,07-12-2018,22-02-2019,777,1,777,,,USD,Myanmar,8
Feb-plan,07-12-2018,22-02-2019,0,1,0,,,USD,Myanmar,6
Feb-plan,07-12-2018,22-02-2019,13,1,13,,,USD,Myanmar,407
Feb-plan,07-12-2018,22-02-2019,0,1,0,,,USD,Myanmar,408
Feb-plan,07-12-2018,22-02-2019,0,1,0,,,USD,Myanmar,409
Feb-plan,07-12-2018,22-02-2019,0,1,0,,,USD,Myanmar,410
Feb-plan,07-12-2018,22-02-2019,782,1,782,,,USD,Myanmar,359
Feb-plan,07-12-2018,22-02-2019,2000,1,2000,,,USD,Myanmar,352
Feb-plan,07-12-2018,22-02-2019,2000,1,2000,,,USD,Myanmar,354
Feb-plan,07-12-2018,22-02-2019,0,1,0,,,USD,Myanmar,134
Feb-plan,07-12-2018,22-02-2019,450,1,450,,,USD,Myanmar,105
Feb-plan,07-12-2018,22-02-2019,500,1,500,,,USD,Myanmar,116
Feb-plan,07-12-2018,22-02-2019,2000,1,2000,,,USD,Myanmar,117
Feb-plan,07-12-2018,22-02-2019,213,1,213,,,USD,Myanmar,232
Feb-plan,07-12-2018,22-02-2019,392,1,392,,,USD,Myanmar,229
Feb-plan,07-12-2018,22-02-2019,126,1,126,,,USD,Myanmar,225
Feb-plan,07-12-2018,22-02-2019,0,1,0,,,USD,Myanmar,222
Jan-plan,28-11-2018,18-01-2019,211,1,211,,,USD,Myanmar,9
Jan-plan,28-11-2018,18-01-2019,0,1,0,,,USD,Myanmar,7
Jan-plan,28-11-2018,18-01-2019,293,1,293,,,USD,Myanmar,8
Jan-plan,28-11-2018,31-01-2019,653,1,653,,,USD,Myanmar,6
Jan-plan,28-11-2018,18-01-2019,10,1,10,,,USD,Myanmar,407
Jan-plan,28-11-2018,18-01-2019,10,1,10,,,USD,Myanmar,408
Jan-plan,28-11-2018,18-01-2019,10,1,10,,,USD,Myanmar,409
Jan-plan,28-11-2018,18-01-2019,5,1,5,,,USD,Myanmar,410
Jan-plan,28-11-2018,18-01-2019,500,1,500,,,USD,Myanmar,359
Jan-plan,28-11-2018,18-01-2019,1955,1,1955,,,USD,Myanmar,352
Jan-plan,28-11-2018,18-01-2019,635,1,635,,,USD,Myanmar,354
Jan-plan,28-11-2018,18-01-2019,256,1,256,,,USD,Myanmar,105
Jan-plan,28-11-2018,18-01-2019,301,1,301,,,USD,Myanmar,116
Jan-plan,28-11-2018,18-01-2019,500,1,500,,,USD,Myanmar,117
Jan-plan,28-11-2018,31-01-2019,70,1,70,,,USD,Myanmar,232
Jan-plan,28-11-2018,18-01-2019,155,1,155,,,USD,Myanmar,229
Jan-plan,28-11-2018,18-01-2019,0,1,0,,,USD,Myanmar,225
Jan-plan,28-11-2018,18-01-2019,0,1,0,,,USD,Myanmar,222
Jul-plan,15-06-2018,25-07-2018,0,1,0,,,USD,Myanmar,9
Jul-plan,15-06-2018,25-07-2018,0,1,0,,,USD,Myanmar,7
Jul-plan,15-06-2018,25-07-2018,0,1,0,,,USD,Myanmar,8
Jul-plan,15-06-2018,25-07-2018,0,1,0,,,USD,Myanmar,6
Jul-plan,15-06-2018,25-07-2018,289,1,289,,,USD,Myanmar,359
Jul-plan,15-06-2018,25-07-2018,308,1,308,,,USD,Myanmar,352
Jul-plan,15-06-2018,25-07-2018,482,1,482,,,USD,Myanmar,354
Jul-plan,15-06-2018,25-07-2018,84,1,84,,,USD,Myanmar,105
Jul-plan,15-06-2018,25-07-2018,55,1,55,,,USD,Myanmar,116
Jul-plan,15-06-2018,25-07-2018,344,1,344,,,USD,Myanmar,117
Jul-plan,15-06-2018,25-07-2018,0,1,0,,,USD,Myanmar,232
Jul-plan,15-06-2018,25-07-2018,0,1,0,,,USD,Myanmar,229
Jul-plan,15-06-2018,25-07-2018,0,1,0,,,USD,Myanmar,225
Jul-plan,15-06-2018,25-07-2018,33,1,33,,,USD,Myanmar,222
Jul19-plan,15-03-2019,20-07-2019,0,1,0,,,USD,Myanmar,9
Jul19-plan,15-03-2019,20-07-2019,69,1,69,,,USD,Myanmar,7
Jul19-plan,15-03-2019,20-07-2019,417,1,416,,,USD,Myanmar,8
Jul19-plan,15-03-2019,20-07-2019,1630,1,1630,,,USD,Myanmar,6
Jul19-plan,15-03-2019,20-07-2019,0,1,0,,,USD,Myanmar,407
Jul19-plan,15-03-2019,20-07-2019,30,1,30,,,USD,Myanmar,408
Jul19-plan,15-03-2019,20-07-2019,32,1,32,,,USD,Myanmar,409
Jul19-plan,15-03-2019,20-07-2019,0,1,0,,,USD,Myanmar,410
Jul19-plan,15-03-2019,20-07-2019,370,1,370,,,USD,Myanmar,359
Jul19-plan,15-03-2019,20-07-2019,750,1,750,,,USD,Myanmar,352
Jul19-plan,15-03-2019,20-07-2019,1000,1,1000,,,USD,Myanmar,354
Jul19-plan,15-03-2019,20-07-2019,0,1,0,,,USD,Myanmar,134
Jul19-plan,15-03-2019,20-07-2019,0,1,0,,,USD,Myanmar,105
Jul19-plan,15-03-2019,20-07-2019,0,1,0,,,USD,Myanmar,116
Jul19-plan,15-03-2019,20-07-2019,300,1,300,,,USD,Myanmar,117
Jul19-plan,15-03-2019,20-07-2019,155,1,155,,,USD,Myanmar,232
Jul19-plan,15-03-2019,20-07-2019,155,1,155,,,USD,Myanmar,229
Jul19-plan,15-03-2019,20-07-2019,155,1,155,,,USD,Myanmar,225
Jul19-plan,15-03-2019,20-07-2019,0,1,0,,,USD,Myanmar,222
Jun-plan,15-04-2018,25-06-2018,59,1,59,,0,USD,Myanmar,9
Jun-plan,15-04-2018,25-06-2018,296,1,296,,0,USD,Myanmar,7
Jun-plan,15-04-2018,25-06-2018,551,1,551,,0,USD,Myanmar,8
Jun-plan,15-04-2018,25-06-2018,1342,1,1342,,0,USD,Myanmar,6
Jun-plan,15-04-2018,25-06-2018,631,1,631,,0,USD,Myanmar,359
Jun-plan,15-04-2018,25-06-2018,528,1,528,,0,USD,Myanmar,352
Jun-plan,15-04-2018,25-06-2018,1636,1,1636,,0,USD,Myanmar,354
Jun-plan,15-04-2018,25-06-2018,950,1,950,,0,USD,Myanmar,105
Jun-plan,15-04-2018,25-06-2018,471,1,471,,0,USD,Myanmar,116
Jun-plan,15-04-2018,25-06-2018,1970,1,1970,,0,USD,Myanmar,117
Jun-plan,15-04-2018,25-06-2018,0,1,0,,0,USD,Myanmar,232
Jun-plan,15-04-2018,25-06-2018,2,1,2,,0,USD,Myanmar,229
Jun-plan,15-04-2018,25-06-2018,0,1,0,,0,USD,Myanmar,225
Jun-plan,15-04-2018,25-06-2018,155,1,155,,0,USD,Myanmar,222
Jun19-plan,15-03-2019,20-06-2019,0,1,0,,,USD,Myanmar,9
Jun19-plan,15-03-2019,20-06-2019,0,1,0,,,USD,Myanmar,7
Jun19-plan,15-03-2019,20-06-2019,0,1,0,,,USD,Myanmar,8
Jun19-plan,15-03-2019,20-06-2019,238,1,238,,,USD,Myanmar,6
Jun19-plan,15-03-2019,20-06-2019,0,1,0,,,USD,Myanmar,407
Jun19-plan,15-03-2019,20-06-2019,38,1,38,,,USD,Myanmar,408
Jun19-plan,15-03-2019,20-06-2019,0,1,0,,,USD,Myanmar,409
Jun19-plan,15-03-2019,20-06-2019,88,1,88,,,USD,Myanmar,410
Jun19-plan,15-03-2019,20-06-2019,1020,1,1020,,,USD,Myanmar,359
Jun19-plan,15-03-2019,20-06-2019,1820,1,1820,,,USD,Myanmar,352
Jun19-plan,15-03-2019,20-06-2019,2500,1,2500,,,USD,Myanmar,354
Jun19-plan,15-03-2019,20-06-2019,0,1,0,,,USD,Myanmar,134
Jun19-plan,15-03-2019,20-06-2019,971,1,971,,,USD,Myanmar,105
Jun19-plan,15-03-2019,20-06-2019,495,1,494,,,USD,Myanmar,116
Jun19-plan,15-03-2019,20-06-2019,2203,1,2203,,,USD,Myanmar,117
Jun19-plan,15-03-2019,20-06-2019,0,1,0,,,USD,Myanmar,232
Jun19-plan,15-03-2019,20-06-2019,575,1,575,,,USD,Myanmar,229
Jun19-plan,15-03-2019,20-06-2019,0,1,0,,,USD,Myanmar,225
Jun19-plan,15-03-2019,20-06-2019,0,1,0,,,USD,Myanmar,222
Mar-plan,07-01-2019,24-03-2019,0,1,0,,,USD,Myanmar,9
Mar-plan,07-01-2019,24-03-2019,0,1,0,,,USD,Myanmar,7
Mar-plan,07-01-2019,24-03-2019,191,1,191,,,USD,Myanmar,8
Mar-plan,07-01-2019,24-03-2019,421,1,421,,,USD,Myanmar,6
Mar-plan,07-01-2019,24-03-2019,0,1,0,,,USD,Myanmar,407
Mar-plan,07-01-2019,24-03-2019,0,1,0,,,USD,Myanmar,408
Mar-plan,07-01-2019,24-03-2019,0,1,0,,,USD,Myanmar,409
Mar-plan,07-01-2019,24-03-2019,0,1,0,,,USD,Myanmar,410
Mar-plan,07-01-2019,24-03-2019,615,1,615,,,USD,Myanmar,359
Mar-plan,07-01-2019,24-03-2019,1500,1,1500,,,USD,Myanmar,352
Mar-plan,07-01-2019,24-03-2019,2583,1,2583,,,USD,Myanmar,354
Mar-plan,07-01-2019,24-03-2019,0,1,0,,,USD,Myanmar,134
Mar-plan,07-01-2019,24-03-2019,1000,1,1000,,,USD,Myanmar,105
Mar-plan,07-01-2019,24-03-2019,120,1,120,,,USD,Myanmar,116
Mar-plan,07-01-2019,24-03-2019,2126,1,2126,,,USD,Myanmar,117
Mar-plan,07-01-2019,24-03-2019,0,1,0,,,USD,Myanmar,232
Mar-plan,07-01-2019,24-03-2019,0,1,0,,,USD,Myanmar,229
Mar-plan,07-01-2019,24-03-2019,0,1,0,,,USD,Myanmar,225
